FL_DATE,OP_CARRIER,ORIGIN,DEST,ARR_DELAY
6/4/25 12:00 AM,OH,PHL,MHT,-16
6/4/25 12:00 AM,OH,PHL,MSP,-26
6/4/25 12:00 AM,OH,PHL,MSY,39
6/4/25 12:00 AM,OH,PHL,MYR,-21
6/4/25 12:00 AM,OH,PHL,MYR,-18
6/4/25 12:00 AM,OH,PHL,ORF,-13
6/4/25 12:00 AM,OH,PHL,ORF,14
6/4/25 12:00 AM,OH,PHL,PIT,-15
6/4/25 12:00 AM,OH,PHL,PNS,-26
6/4/25 12:00 AM,OH,PHL,PNS,-22
6/4/25 12:00 AM,OH,PHL,PVD,-12
6/4/25 12:00 AM,OH,PHL,PWM,-13
6/4/25 12:00 AM,OH,PHL,RIC,-18
6/4/25 12:00 AM,OH,PHL,RIC,-2
6/4/25 12:00 AM,OH,PHL,SAV,-20
6/4/25 12:00 AM,OH,PHL,SAV,-11
6/4/25 12:00 AM,OH,PHL,SDF,114
6/4/25 12:00 AM,OH,PHL,SRQ,-19
6/4/25 12:00 AM,OH,PHL,TYS,39
6/4/25 12:00 AM,OH,PHL,XNA,155
6/4/25 12:00 AM,OH,PIA,CLT,-2
6/4/25 12:00 AM,OH,PIA,CLT,157
6/4/25 12:00 AM,OH,PIT,DCA,-7
6/4/25 12:00 AM,OH,PIT,DCA,3
6/4/25 12:00 AM,OH,PIT,PHL,11
6/4/25 12:00 AM,OH,PNS,CLT,-3
6/4/25 12:00 AM,OH,PNS,CLT,11
6/4/25 12:00 AM,OH,PNS,CLT,34
6/4/25 12:00 AM,OH,PNS,DCA,-8
6/4/25 12:00 AM,OH,PNS,DCA,45
6/4/25 12:00 AM,OH,PNS,PHL,-16
6/4/25 12:00 AM,OH,PNS,PHL,4
6/4/25 12:00 AM,OH,PVD,DCA,-20
6/4/25 12:00 AM,OH,PVD,DCA,-6
6/4/25 12:00 AM,OH,PVD,DCA,21
6/4/25 12:00 AM,OH,PVD,PHL,20
6/4/25 12:00 AM,OH,PWM,CLT,7
6/4/25 12:00 AM,OH,PWM,DCA,-20
6/4/25 12:00 AM,OH,PWM,DCA,-19
6/4/25 12:00 AM,OH,PWM,DCA,0
6/4/25 12:00 AM,OH,PWM,PHL,-11
6/4/25 12:00 AM,OH,RDU,DCA,27
6/4/25 12:00 AM,OH,RDU,DCA,59
6/4/25 12:00 AM,OH,RIC,PHL,-20
6/4/25 12:00 AM,OH,RIC,PHL,-8
6/4/25 12:00 AM,OH,ROC,CLT,-1
6/4/25 12:00 AM,OH,ROC,DCA,-18
6/4/25 12:00 AM,OH,ROC,DCA,-14
6/4/25 12:00 AM,OH,ROC,DCA,-7
6/4/25 12:00 AM,OH,ROC,DCA,7
6/4/25 12:00 AM,OH,SAV,CLT,-28
6/4/25 12:00 AM,OH,SAV,CLT,-21
6/4/25 12:00 AM,OH,SAV,CLT,-20
6/4/25 12:00 AM,OH,SAV,CLT,0
6/4/25 12:00 AM,OH,SAV,CLT,8
6/4/25 12:00 AM,OH,SAV,CLT,66
6/4/25 12:00 AM,OH,SAV,DCA,-17
6/4/25 12:00 AM,OH,SAV,DCA,-5
6/4/25 12:00 AM,OH,SAV,PHL,-5
6/4/25 12:00 AM,OH,SAV,PHL,3
6/4/25 12:00 AM,OH,SBN,CLT,-8
6/4/25 12:00 AM,OH,SBN,CLT,-7
6/4/25 12:00 AM,OH,SBN,CLT,7
6/4/25 12:00 AM,OH,SDF,CLT,-5
6/4/25 12:00 AM,OH,SDF,CLT,12
6/4/25 12:00 AM,OH,SDF,DCA,-31
6/4/25 12:00 AM,OH,SDF,DCA,-21
6/4/25 12:00 AM,OH,SDF,PHL,99
6/4/25 12:00 AM,OH,SGF,CLT,-19
6/4/25 12:00 AM,OH,SGF,CLT,3
6/4/25 12:00 AM,OH,SGF,CLT,14
6/4/25 12:00 AM,OH,SHV,CLT,-8
6/4/25 12:00 AM,OH,SHV,CLT,7
6/4/25 12:00 AM,OH,SHV,CLT,10
6/4/25 12:00 AM,OH,SHV,DFW,-9
6/4/25 12:00 AM,OH,SHV,DFW,8
6/4/25 12:00 AM,OH,SRQ,CLT,5
6/4/25 12:00 AM,OH,SRQ,PHL,-29
6/4/25 12:00 AM,OH,STL,DCA,-11
6/4/25 12:00 AM,OH,SYR,DCA,-14
6/4/25 12:00 AM,OH,SYR,DCA,1
6/4/25 12:00 AM,OH,TLH,CLT,-18
6/4/25 12:00 AM,OH,TLH,CLT,10
6/4/25 12:00 AM,OH,TLH,DCA,-33
6/4/25 12:00 AM,OH,TLH,DFW,54
6/4/25 12:00 AM,OH,TUL,CLT,68
6/4/25 12:00 AM,OH,TUL,DFW,-13
6/4/25 12:00 AM,OH,TUL,DFW,0
6/4/25 12:00 AM,OH,TYS,CLT,2
6/4/25 12:00 AM,OH,TYS,CLT,2
6/4/25 12:00 AM,OH,TYS,CLT,5
6/4/25 12:00 AM,OH,TYS,CLT,10
6/4/25 12:00 AM,OH,TYS,DCA,-28
6/4/25 12:00 AM,OH,TYS,DCA,-22
6/4/25 12:00 AM,OH,TYS,PHL,-32
6/4/25 12:00 AM,OH,XNA,CLT,3
6/4/25 12:00 AM,OH,XNA,DFW,-8
6/4/25 12:00 AM,OH,XNA,DFW,7
6/4/25 12:00 AM,OH,XNA,PHL,159
6/4/25 12:00 AM,OO,ABQ,DEN,-15
6/4/25 12:00 AM,OO,ABQ,DEN,3
6/4/25 12:00 AM,OO,ABQ,DEN,65
6/4/25 12:00 AM,OO,ABQ,LAX,-26
6/4/25 12:00 AM,OO,ABQ,LAX,-22
6/4/25 12:00 AM,OO,ABQ,LAX,-3
6/4/25 12:00 AM,OO,ABQ,LAX,-2
6/4/25 12:00 AM,OO,ABQ,LAX,11
6/4/25 12:00 AM,OO,ABQ,ORD,-37
6/4/25 12:00 AM,OO,ABQ,PHX,1
6/4/25 12:00 AM,OO,ABQ,PHX,6
6/4/25 12:00 AM,OO,ABQ,PHX,12
6/4/25 12:00 AM,OO,ABQ,SFO,16
6/4/25 12:00 AM,OO,ABQ,SFO,20
6/4/25 12:00 AM,OO,ABQ,SLC,-21
6/4/25 12:00 AM,OO,ABQ,SLC,-16
6/4/25 12:00 AM,OO,ABQ,SLC,-16
6/4/25 12:00 AM,OO,ABQ,SLC,-5
6/4/25 12:00 AM,OO,ABR,MSP,-35
6/4/25 12:00 AM,OO,ABR,MSP,-23
6/4/25 12:00 AM,OO,ABY,ATL,-27
6/4/25 12:00 AM,OO,ABY,ATL,279
6/4/25 12:00 AM,OO,ACT,DFW,
6/4/25 12:00 AM,OO,ACT,DFW,-6
6/4/25 12:00 AM,OO,ACT,DFW,33
6/4/25 12:00 AM,OO,ACV,DEN,-22
6/4/25 12:00 AM,OO,ACV,LAX,-15
6/4/25 12:00 AM,OO,ACV,SFO,-24
6/4/25 12:00 AM,OO,ACV,SFO,-14
6/4/25 12:00 AM,OO,ACV,SFO,10
6/4/25 12:00 AM,OO,ACV,SFO,41
6/4/25 12:00 AM,OO,AEX,DFW,-13
6/4/25 12:00 AM,OO,AEX,DFW,-3
6/4/25 12:00 AM,OO,AEX,DFW,1
6/4/25 12:00 AM,OO,AGS,ATL,49
6/4/25 12:00 AM,OO,ALB,DTW,-4
6/4/25 12:00 AM,OO,ALB,DTW,31
6/4/25 12:00 AM,OO,ALB,ORD,-2
6/4/25 12:00 AM,OO,ALB,ORD,17
6/4/25 12:00 AM,OO,AMA,DEN,-16
6/4/25 12:00 AM,OO,AMA,DEN,30
6/4/25 12:00 AM,OO,AMA,DFW,-7
6/4/25 12:00 AM,OO,AMA,DFW,-5
6/4/25 12:00 AM,OO,AMA,DFW,1
6/4/25 12:00 AM,OO,APN,DTW,-3
6/4/25 12:00 AM,OO,ASE,ATL,-5
6/4/25 12:00 AM,OO,ASE,DEN,-23
6/4/25 12:00 AM,OO,ASE,DEN,-19
6/4/25 12:00 AM,OO,ASE,DEN,-17
6/4/25 12:00 AM,OO,ASE,DEN,-16
6/4/25 12:00 AM,OO,ASE,DEN,-11
6/4/25 12:00 AM,OO,ASE,DEN,-11
6/4/25 12:00 AM,OO,ASE,DEN,178
6/4/25 12:00 AM,OO,ASE,DEN,335
6/4/25 12:00 AM,OO,ASE,IAH,-9
6/4/25 12:00 AM,OO,ASE,LAX,-37
6/4/25 12:00 AM,OO,ASE,LAX,-18
6/4/25 12:00 AM,OO,ASE,ORD,13
6/4/25 12:00 AM,OO,ASE,SFO,-18
6/4/25 12:00 AM,OO,ATL,ABY,-15
6/4/25 12:00 AM,OO,ATL,ABY,298
6/4/25 12:00 AM,OO,ATL,AGS,67
6/4/25 12:00 AM,OO,ATL,ASE,1
6/4/25 12:00 AM,OO,ATL,CRW,2
6/4/25 12:00 AM,OO,ATL,CRW,924
6/4/25 12:00 AM,OO,ATL,FWA,-9
6/4/25 12:00 AM,OO,ATL,FWA,3
6/4/25 12:00 AM,OO,ATL,FWA,183
6/4/25 12:00 AM,OO,ATL,LFT,9
6/4/25 12:00 AM,OO,ATL,LFT,25
6/4/25 12:00 AM,OO,ATL,MGM,-17
6/4/25 12:00 AM,OO,ATL,MGM,-4
6/4/25 12:00 AM,OO,ATL,MGM,2
6/4/25 12:00 AM,OO,ATL,SBN,-5
6/4/25 12:00 AM,OO,ATL,SBN,34
6/4/25 12:00 AM,OO,ATL,SBN,65
6/4/25 12:00 AM,OO,ATL,SDF,-8
6/4/25 12:00 AM,OO,ATL,SHV,-13
6/4/25 12:00 AM,OO,ATL,SHV,-8
6/4/25 12:00 AM,OO,ATL,SHV,-3
6/4/25 12:00 AM,OO,ATL,SHV,5
6/4/25 12:00 AM,OO,ATL,SHV,44
6/4/25 12:00 AM,OO,ATW,DEN,-8
6/4/25 12:00 AM,OO,ATW,DTW,-15
6/4/25 12:00 AM,OO,ATW,DTW,-9
6/4/25 12:00 AM,OO,ATW,DTW,56
6/4/25 12:00 AM,OO,ATW,MSP,-34
6/4/25 12:00 AM,OO,ATW,MSP,-23
6/4/25 12:00 AM,OO,ATW,MSP,-20
6/4/25 12:00 AM,OO,ATW,ORD,-14
6/4/25 12:00 AM,OO,ATW,ORD,-9
6/4/25 12:00 AM,OO,ATW,ORD,-5
6/4/25 12:00 AM,OO,ATW,ORD,7
6/4/25 12:00 AM,OO,ATW,ORD,14
6/4/25 12:00 AM,OO,ATW,ORD,31
6/4/25 12:00 AM,OO,AUS,BNA,-16
6/4/25 12:00 AM,OO,AUS,BNA,-9
6/4/25 12:00 AM,OO,AUS,BNA,-6
6/4/25 12:00 AM,OO,AUS,DFW,-15
6/4/25 12:00 AM,OO,AUS,DFW,-5
6/4/25 12:00 AM,OO,AUS,ECP,-17
6/4/25 12:00 AM,OO,AUS,HRL,-34
6/4/25 12:00 AM,OO,AUS,IAH,-4
6/4/25 12:00 AM,OO,AUS,IND,1
6/4/25 12:00 AM,OO,AUS,JAX,-20
6/4/25 12:00 AM,OO,AUS,LAX,-20
6/4/25 12:00 AM,OO,AUS,LAX,-8
6/4/25 12:00 AM,OO,AUS,MAF,-23
6/4/25 12:00 AM,OO,AUS,MAF,-7
6/4/25 12:00 AM,OO,AUS,MEM,-21
6/4/25 12:00 AM,OO,AUS,MFE,-20
6/4/25 12:00 AM,OO,AUS,MFE,-13
6/4/25 12:00 AM,OO,AUS,MFE,16
6/4/25 12:00 AM,OO,AUS,MSP,-29
6/4/25 12:00 AM,OO,AUS,MSY,-27
6/4/25 12:00 AM,OO,AUS,MSY,-24
6/4/25 12:00 AM,OO,AUS,SAN,-10
6/4/25 12:00 AM,OO,AUS,SAN,0
6/4/25 12:00 AM,OO,AUS,SFO,10
6/4/25 12:00 AM,OO,AVL,DEN,-6
6/4/25 12:00 AM,OO,AVL,ORD,-8
6/4/25 12:00 AM,OO,AZO,DTW,-13
6/4/25 12:00 AM,OO,AZO,DTW,-2
6/4/25 12:00 AM,OO,AZO,DTW,109
6/4/25 12:00 AM,OO,BDL,ORD,-2
6/4/25 12:00 AM,OO,BDL,ORD,0
6/4/25 12:00 AM,OO,BFF,DEN,0
6/4/25 12:00 AM,OO,BFL,DEN,-5
6/4/25 12:00 AM,OO,BFL,DEN,-3
6/4/25 12:00 AM,OO,BFL,SFO,0
6/4/25 12:00 AM,OO,BFL,SFO,15
6/4/25 12:00 AM,OO,BGM,DTW,15
6/4/25 12:00 AM,OO,BHM,DEN,16
6/4/25 12:00 AM,OO,BHM,DEN,86
6/4/25 12:00 AM,OO,BHM,DFW,0
6/4/25 12:00 AM,OO,BHM,IAH,-8
6/4/25 12:00 AM,OO,BHM,IAH,17
6/4/25 12:00 AM,OO,BHM,ORD,-5
6/4/25 12:00 AM,OO,BHM,ORD,38
6/4/25 12:00 AM,OO,BIL,DEN,-34
6/4/25 12:00 AM,OO,BIL,DEN,-21
6/4/25 12:00 AM,OO,BIL,DEN,4
6/4/25 12:00 AM,OO,BIL,DEN,133
6/4/25 12:00 AM,OO,BIL,ORD,-11
6/4/25 12:00 AM,OO,BIL,SLC,-15
6/4/25 12:00 AM,OO,BIL,SLC,-9
6/4/25 12:00 AM,OO,BIS,DEN,-26
6/4/25 12:00 AM,OO,BIS,DEN,-15
6/4/25 12:00 AM,OO,BIS,DEN,-5
6/4/25 12:00 AM,OO,BIS,DEN,40
6/4/25 12:00 AM,OO,BIS,DEN,217
6/4/25 12:00 AM,OO,BJI,MSP,-43
6/4/25 12:00 AM,OO,BJI,MSP,-32
6/4/25 12:00 AM,OO,BLI,SEA,-5
6/4/25 12:00 AM,OO,BLI,SEA,5
6/4/25 12:00 AM,OO,BLI,SEA,8
6/4/25 12:00 AM,OO,BLI,SEA,17
6/4/25 12:00 AM,OO,BNA,AUS,-27
6/4/25 12:00 AM,OO,BNA,AUS,-21
6/4/25 12:00 AM,OO,BNA,AUS,20
6/4/25 12:00 AM,OO,BNA,IAH,-18
6/4/25 12:00 AM,OO,BNA,ORD,-19
6/4/25 12:00 AM,OO,BNA,ORD,-5
6/4/25 12:00 AM,OO,BNA,ORD,-5
6/4/25 12:00 AM,OO,BNA,ORD,8
6/4/25 12:00 AM,OO,BNA,ORD,48
6/4/25 12:00 AM,OO,BOI,BUR,-14
6/4/25 12:00 AM,OO,BOI,DEN,-19
6/4/25 12:00 AM,OO,BOI,GEG,-6
6/4/25 12:00 AM,OO,BOI,LAS,-17
6/4/25 12:00 AM,OO,BOI,LAX,-23
6/4/25 12:00 AM,OO,BOI,LAX,-11
6/4/25 12:00 AM,OO,BOI,LAX,-9
6/4/25 12:00 AM,OO,BOI,LAX,-7
6/4/25 12:00 AM,OO,BOI,ORD,-11
6/4/25 12:00 AM,OO,BOI,PDX,-4
6/4/25 12:00 AM,OO,BOI,PDX,8
6/4/25 12:00 AM,OO,BOI,PHX,-25
6/4/25 12:00 AM,OO,BOI,PHX,55
6/4/25 12:00 AM,OO,BOI,SAN,-13
6/4/25 12:00 AM,OO,BOI,SAN,-9
6/4/25 12:00 AM,OO,BOI,SEA,-28
6/4/25 12:00 AM,OO,BOI,SEA,-27
6/4/25 12:00 AM,OO,BOI,SEA,-20
6/4/25 12:00 AM,OO,BOI,SEA,-18
6/4/25 12:00 AM,OO,BOI,SEA,-10
6/4/25 12:00 AM,OO,BOI,SEA,-9
6/4/25 12:00 AM,OO,BOI,SEA,6
6/4/25 12:00 AM,OO,BOI,SEA,16
6/4/25 12:00 AM,OO,BOI,SFO,-19
6/4/25 12:00 AM,OO,BOI,SFO,-18
6/4/25 12:00 AM,OO,BOI,SFO,-14
6/4/25 12:00 AM,OO,BOI,SJC,-15
6/4/25 12:00 AM,OO,BPT,DFW,7
6/4/25 12:00 AM,OO,BPT,DFW,27
6/4/25 12:00 AM,OO,BRD,MSP,-26
6/4/25 12:00 AM,OO,BRO,DFW,-16
6/4/25 12:00 AM,OO,BRO,DFW,-15
6/4/25 12:00 AM,OO,BTM,DEN,-20
6/4/25 12:00 AM,OO,BTM,SLC,-28
6/4/25 12:00 AM,OO,BTR,IAH,-9
6/4/25 12:00 AM,OO,BTV,DTW,-21
6/4/25 12:00 AM,OO,BTV,DTW,27
6/4/25 12:00 AM,OO,BUF,DTW,-10
6/4/25 12:00 AM,OO,BUF,DTW,39
6/4/25 12:00 AM,OO,BUR,BOI,-25
6/4/25 12:00 AM,OO,BUR,PHX,-15
6/4/25 12:00 AM,OO,BUR,PHX,-9
6/4/25 12:00 AM,OO,BUR,PHX,-4
6/4/25 12:00 AM,OO,BUR,SFO,-20
6/4/25 12:00 AM,OO,BUR,SFO,-17
6/4/25 12:00 AM,OO,BUR,SFO,-16
6/4/25 12:00 AM,OO,BUR,SFO,3
6/4/25 12:00 AM,OO,BUR,SLC,-25
6/4/25 12:00 AM,OO,BUR,SLC,2
6/4/25 12:00 AM,OO,BUR,SLC,6
6/4/25 12:00 AM,OO,BUR,STS,-6
6/4/25 12:00 AM,OO,BZN,DEN,-19
6/4/25 12:00 AM,OO,BZN,DEN,140
6/4/25 12:00 AM,OO,BZN,LAX,-1
6/4/25 12:00 AM,OO,BZN,SLC,-18
6/4/25 12:00 AM,OO,BZN,SLC,-11
6/4/25 12:00 AM,OO,CAK,ORD,-16
6/4/25 12:00 AM,OO,CAK,ORD,0
6/4/25 12:00 AM,OO,CAK,ORD,9
6/4/25 12:00 AM,OO,CAK,ORD,94
6/4/25 12:00 AM,OO,CDC,SLC,-32
6/4/25 12:00 AM,OO,CDC,SLC,1
6/4/25 12:00 AM,OO,CHA,ORD,99
6/4/25 12:00 AM,OO,CHO,ORD,40
6/4/25 12:00 AM,OO,CHO,ORD,486
6/4/25 12:00 AM,OO,CHS,DTW,-2
6/4/25 12:00 AM,OO,CID,DEN,2
6/4/25 12:00 AM,OO,CID,MSP,-23
6/4/25 12:00 AM,OO,CID,ORD,-27
6/4/25 12:00 AM,OO,CID,ORD,-4
6/4/25 12:00 AM,OO,CID,ORD,-1
6/4/25 12:00 AM,OO,CID,ORD,95
6/4/25 12:00 AM,OO,CIU,DTW,-15
6/4/25 12:00 AM,OO,CIU,MSP,-45
6/4/25 12:00 AM,OO,CIU,ORD,22
6/4/25 12:00 AM,OO,CLE,DTW,-8
6/4/25 12:00 AM,OO,CLE,ORD,2
6/4/25 12:00 AM,OO,CLL,DFW,
6/4/25 12:00 AM,OO,CLL,DFW,-11
6/4/25 12:00 AM,OO,CLL,DFW,-6
6/4/25 12:00 AM,OO,CMH,DTW,63
6/4/25 12:00 AM,OO,CMH,DTW,165
6/4/25 12:00 AM,OO,CMX,ORD,-12
6/4/25 12:00 AM,OO,CMX,ORD,72
6/4/25 12:00 AM,OO,COD,DEN,-12
6/4/25 12:00 AM,OO,COD,DEN,-8
6/4/25 12:00 AM,OO,COD,DEN,82
6/4/25 12:00 AM,OO,COS,DEN,-19
6/4/25 12:00 AM,OO,COS,DEN,-16
6/4/25 12:00 AM,OO,COS,DEN,-12
6/4/25 12:00 AM,OO,COS,DEN,-10
6/4/25 12:00 AM,OO,COS,DEN,-9
6/4/25 12:00 AM,OO,COS,DEN,-8
6/4/25 12:00 AM,OO,COS,DEN,3
6/4/25 12:00 AM,OO,COS,DEN,4
6/4/25 12:00 AM,OO,COS,DEN,47
6/4/25 12:00 AM,OO,COS,DEN,106
6/4/25 12:00 AM,OO,COS,DFW,-13
6/4/25 12:00 AM,OO,COS,DFW,-7
6/4/25 12:00 AM,OO,COS,DFW,-7
6/4/25 12:00 AM,OO,COS,ORD,-3
6/4/25 12:00 AM,OO,COS,SLC,-5
6/4/25 12:00 AM,OO,COU,DFW,-12
6/4/25 12:00 AM,OO,CPR,DEN,-18
6/4/25 12:00 AM,OO,CPR,DEN,-8
6/4/25 12:00 AM,OO,CPR,DEN,-5
6/4/25 12:00 AM,OO,CPR,DEN,6
6/4/25 12:00 AM,OO,CPR,DEN,27
6/4/25 12:00 AM,OO,CPR,DEN,31
6/4/25 12:00 AM,OO,CPR,DEN,47
6/4/25 12:00 AM,OO,CRP,IAH,-15
6/4/25 12:00 AM,OO,CRP,IAH,-12
6/4/25 12:00 AM,OO,CRW,ATL,52
6/4/25 12:00 AM,OO,CRW,ATL,713
6/4/25 12:00 AM,OO,CRW,ORD,-11
6/4/25 12:00 AM,OO,CRW,ORD,9
6/4/25 12:00 AM,OO,CRW,ORD,9
6/4/25 12:00 AM,OO,CVG,MSP,56
6/4/25 12:00 AM,OO,CVG,ORD,-15
6/4/25 12:00 AM,OO,CYS,DEN,11
6/4/25 12:00 AM,OO,CYS,DEN,289
6/4/25 12:00 AM,OO,DAY,DEN,8
6/4/25 12:00 AM,OO,DAY,ORD,-39
6/4/25 12:00 AM,OO,DAY,ORD,-18
6/4/25 12:00 AM,OO,DAY,ORD,-7
6/4/25 12:00 AM,OO,DAY,ORD,-4
6/4/25 12:00 AM,OO,DAY,ORD,11
6/4/25 12:00 AM,OO,DDC,DEN,5
6/4/25 12:00 AM,OO,DDC,DEN,117
6/4/25 12:00 AM,OO,DEC,ORD,-10
6/4/25 12:00 AM,OO,DEC,ORD,3
6/4/25 12:00 AM,OO,DEN,ABQ,-8
6/4/25 12:00 AM,OO,DEN,ABQ,-3
6/4/25 12:00 AM,OO,DEN,ABQ,11
6/4/25 12:00 AM,OO,DEN,ACV,-20
6/4/25 12:00 AM,OO,DEN,AMA,-14
6/4/25 12:00 AM,OO,DEN,AMA,43
6/4/25 12:00 AM,OO,DEN,ASE,-21
6/4/25 12:00 AM,OO,DEN,ASE,-15
6/4/25 12:00 AM,OO,DEN,ASE,-9
6/4/25 12:00 AM,OO,DEN,ASE,-2
6/4/25 12:00 AM,OO,DEN,ASE,-1
6/4/25 12:00 AM,OO,DEN,ASE,-1
6/4/25 12:00 AM,OO,DEN,ASE,20
6/4/25 12:00 AM,OO,DEN,ASE,664
6/4/25 12:00 AM,OO,DEN,ATW,-8
6/4/25 12:00 AM,OO,DEN,AVL,-10
6/4/25 12:00 AM,OO,DEN,BFF,2
6/4/25 12:00 AM,OO,DEN,BFL,7
6/4/25 12:00 AM,OO,DEN,BFL,9
6/4/25 12:00 AM,OO,DEN,BHM,-15
6/4/25 12:00 AM,OO,DEN,BHM,14
6/4/25 12:00 AM,OO,DEN,BIL,-9
6/4/25 12:00 AM,OO,DEN,BIL,-2
6/4/25 12:00 AM,OO,DEN,BIL,9
6/4/25 12:00 AM,OO,DEN,BIL,100
6/4/25 12:00 AM,OO,DEN,BIS,-21
6/4/25 12:00 AM,OO,DEN,BIS,-11
6/4/25 12:00 AM,OO,DEN,BIS,-10
6/4/25 12:00 AM,OO,DEN,BIS,-10
6/4/25 12:00 AM,OO,DEN,BIS,46
6/4/25 12:00 AM,OO,DEN,BOI,5
6/4/25 12:00 AM,OO,DEN,BTM,50
6/4/25 12:00 AM,OO,DEN,BZN,-16
6/4/25 12:00 AM,OO,DEN,BZN,-8
6/4/25 12:00 AM,OO,DEN,CID,-21
6/4/25 12:00 AM,OO,DEN,COD,-10
6/4/25 12:00 AM,OO,DEN,COD,14
6/4/25 12:00 AM,OO,DEN,COD,27
6/4/25 12:00 AM,OO,DEN,COS,-20
6/4/25 12:00 AM,OO,DEN,COS,-16
6/4/25 12:00 AM,OO,DEN,COS,-13
6/4/25 12:00 AM,OO,DEN,COS,1
6/4/25 12:00 AM,OO,DEN,COS,2
6/4/25 12:00 AM,OO,DEN,COS,3
6/4/25 12:00 AM,OO,DEN,COS,4
6/4/25 12:00 AM,OO,DEN,COS,5
6/4/25 12:00 AM,OO,DEN,COS,15
6/4/25 12:00 AM,OO,DEN,COS,47
6/4/25 12:00 AM,OO,DEN,CPR,-23
6/4/25 12:00 AM,OO,DEN,CPR,-19
6/4/25 12:00 AM,OO,DEN,CPR,-7
6/4/25 12:00 AM,OO,DEN,CPR,-2
6/4/25 12:00 AM,OO,DEN,CPR,0
6/4/25 12:00 AM,OO,DEN,CPR,16
6/4/25 12:00 AM,OO,DEN,CPR,23
6/4/25 12:00 AM,OO,DEN,CYS,-8
6/4/25 12:00 AM,OO,DEN,CYS,-6
6/4/25 12:00 AM,OO,DEN,DAY,0
6/4/25 12:00 AM,OO,DEN,DDC,-20
6/4/25 12:00 AM,OO,DEN,DDC,-13
6/4/25 12:00 AM,OO,DEN,DIK,-16
6/4/25 12:00 AM,OO,DEN,DIK,-9
6/4/25 12:00 AM,OO,DEN,DRO,-19
6/4/25 12:00 AM,OO,DEN,DRO,-13
6/4/25 12:00 AM,OO,DEN,DRO,8
6/4/25 12:00 AM,OO,DEN,DRO,42
6/4/25 12:00 AM,OO,DEN,DSM,-8
6/4/25 12:00 AM,OO,DEN,DSM,-5
6/4/25 12:00 AM,OO,DEN,DVL,-14
6/4/25 12:00 AM,OO,DEN,EAR,87
6/4/25 12:00 AM,OO,DEN,EGE,-4
6/4/25 12:00 AM,OO,DEN,ELP,-6
6/4/25 12:00 AM,OO,DEN,EUG,-20
6/4/25 12:00 AM,OO,DEN,FAR,-16
6/4/25 12:00 AM,OO,DEN,FAR,-4
6/4/25 12:00 AM,OO,DEN,FAR,-1
6/4/25 12:00 AM,OO,DEN,FAT,9
6/4/25 12:00 AM,OO,DEN,FAT,39
6/4/25 12:00 AM,OO,DEN,FCA,-15
6/4/25 12:00 AM,OO,DEN,FCA,-15
6/4/25 12:00 AM,OO,DEN,FMN,-13
6/4/25 12:00 AM,OO,DEN,FSD,-22
6/4/25 12:00 AM,OO,DEN,FSD,-20
6/4/25 12:00 AM,OO,DEN,FSD,2
6/4/25 12:00 AM,OO,DEN,FSD,89
6/4/25 12:00 AM,OO,DEN,GCC,35
6/4/25 12:00 AM,OO,DEN,GCC,127
6/4/25 12:00 AM,OO,DEN,GJT,-11
6/4/25 12:00 AM,OO,DEN,GJT,-7
6/4/25 12:00 AM,OO,DEN,GJT,5
6/4/25 12:00 AM,OO,DEN,GJT,21
6/4/25 12:00 AM,OO,DEN,GSO,-12
6/4/25 12:00 AM,OO,DEN,GUC,-16
6/4/25 12:00 AM,OO,DEN,GUC,-2
6/4/25 12:00 AM,OO,DEN,GUC,7
6/4/25 12:00 AM,OO,DEN,HDN,-22
6/4/25 12:00 AM,OO,DEN,HDN,45
6/4/25 12:00 AM,OO,DEN,HLN,-17
6/4/25 12:00 AM,OO,DEN,HLN,-7
6/4/25 12:00 AM,OO,DEN,HLN,29
6/4/25 12:00 AM,OO,DEN,HOB,-9
6/4/25 12:00 AM,OO,DEN,HSV,-4
6/4/25 12:00 AM,OO,DEN,HSV,-1
6/4/25 12:00 AM,OO,DEN,HYS,-20
6/4/25 12:00 AM,OO,DEN,HYS,34
6/4/25 12:00 AM,OO,DEN,ICT,-12
6/4/25 12:00 AM,OO,DEN,ICT,-10
6/4/25 12:00 AM,OO,DEN,ICT,8
6/4/25 12:00 AM,OO,DEN,ICT,118
6/4/25 12:00 AM,OO,DEN,IDA,-18
6/4/25 12:00 AM,OO,DEN,IDA,-6
6/4/25 12:00 AM,OO,DEN,IDA,19
6/4/25 12:00 AM,OO,DEN,IDA,83
6/4/25 12:00 AM,OO,DEN,IDA,87
6/4/25 12:00 AM,OO,DEN,JAC,-17
6/4/25 12:00 AM,OO,DEN,JAC,-7
6/4/25 12:00 AM,OO,DEN,JLN,-2
6/4/25 12:00 AM,OO,DEN,JMS,-2
6/4/25 12:00 AM,OO,DEN,LAR,-20
6/4/25 12:00 AM,OO,DEN,LAR,51
6/4/25 12:00 AM,OO,DEN,LAX,-15
6/4/25 12:00 AM,OO,DEN,LAX,24
6/4/25 12:00 AM,OO,DEN,LAX,27
6/4/25 12:00 AM,OO,DEN,LBB,-14
6/4/25 12:00 AM,OO,DEN,LBB,38
6/4/25 12:00 AM,OO,DEN,LBF,-10
6/4/25 12:00 AM,OO,DEN,LBL,-13
6/4/25 12:00 AM,OO,DEN,LBL,-12
6/4/25 12:00 AM,OO,DEN,LEX,-10
