player_id,player_url,fifa_version,fifa_update,fifa_update_date,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,league_id,league_name,league_level,club_team_id,club_name,club_position,club_jersey_number,club_loaned_from,club_joined_date,club_contract_valid_until_year,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url
212198,/player/212198/bruno-miguel-borges-fernandes/260004/,26,4,9/19/2025,Bruno Fernandes,Bruno Miguel Borges Fernandes,"CAM, CM",87,87,77000000,165000,30,9/8/1994,179,69,13,Premier League,1,11,Manchester United,LCM,8,,1/30/2020,2027,38,Portugal,1354,RCM,8,Right,4,4,4,,Unique,Yes,146300000,#Playmaker ,"Relentless +, Dead Ball, Gamechanger, Incisive Pass, Long Ball Pass, Tiki Taka, Inventive",67,83,89,83,65,75,85,80,63,90,87,82,85,85,90,87,68,66,78,90,73,86,69,95,61,85,84,63,86,92,91,85,62,71,66,12,14,15,8,14,,80+3,80+3,80+3,83+0,84+0,84+0,84+0,83+0,86+1,86+1,86+1,84+3,87+0,87+0,87+0,84+3,78+3,79+3,79+3,79+3,78+3,75+3,70+3,70+3,70+3,75+3,21+3,https://cdn.sofifa.net/players/212/198/26_120.png
246191,/player/246191/julian-alvarez/260004/,26,4,9/19/2025,J. Alvarez,Julián Álvarez,ST,87,90,107000000,125000,25,1/31/2000,170,71,53,La Liga,1,240,Atlético Madrid,LS,19,,8/12/2024,2030,52,Argentina,1369,ST,9,Right,4,4,4,,Normal (170-),Yes,232700000,"#Dribbler, #Distance shooter, #Acrobat, #Clinical finisher, #Complete forward","Press Proven +, Finesse Shot",85,87,81,87,57,79,77,88,78,83,84,87,87,80,78,88,86,85,87,88,87,88,86,85,72,86,86,52,88,83,78,86,60,55,46,6,10,8,15,6,,86+3,86+3,86+3,86+0,86+0,86+0,86+0,86+0,86+3,86+3,86+3,85+3,81+3,81+3,81+3,85+3,72+3,72+3,72+3,72+3,72+3,70+3,66+3,66+3,66+3,70+3,18+3,https://cdn.sofifa.net/players/246/191/26_120.png
234378,/player/234378/declan-rice/260004/,26,4,9/19/2025,D. Rice,Declan Rice,"CDM, CM",87,88,83500000,210000,26,1/14/1999,185,80,13,Premier League,1,1,Arsenal,LCM,41,,7/15/2023,2028,14,England,1318,LDM,4,Right,3,3,4,,Normal (185+),Yes,160700000,"#Crosser, #Tackling , #Tactician ","Dead Ball, Whipped Pass, Block, Intercept, Aerial Fortress, Press Proven, Relentless",72,73,84,80,83,83,88,64,72,86,50,82,86,75,86,84,71,73,63,85,65,87,80,92,78,83,85,86,77,79,71,86,81,86,85,8,11,14,5,9,,77+3,77+3,77+3,79+0,79+0,79+0,79+0,79+0,80+3,80+3,80+3,81+3,84+3,84+3,84+3,81+3,85+3,85+3,85+3,85+3,85+3,84+3,82+3,82+3,82+3,84+3,17+3,https://cdn.sofifa.net/players/234/378/26_120.png
228702,/player/228702/frenkie-de-jong/260004/,26,4,9/19/2025,F. de Jong,Frenkie de Jong,"CM, CDM",87,87,79500000,170000,28,5/12/1997,181,74,53,La Liga,1,241,FC Barcelona,RDM,21,,7/1/2019,2026,34,Netherlands,105035,LDM,21,Right,3,4,4,,Unique,Yes,163000000,"#Dribbler, #Playmaker , #Acrobat, #Complete midfielder","Tiki Taka +, Incisive Pass, Inventive, Press Proven",82,71,85,87,78,77,78,75,72,90,70,86,84,64,87,88,80,83,87,87,79,68,82,87,73,69,74,82,78,88,53,90,76,78,77,7,13,10,10,9,,78+3,78+3,78+3,83+0,82+0,82+0,82+0,83+0,85+2,85+2,85+2,84+3,86+1,86+1,86+1,84+3,83+3,83+3,83+3,83+3,83+3,81+3,78+3,78+3,78+3,81+3,18+3,https://cdn.sofifa.net/players/228/702/26_120.png
192985,/player/192985/kevin-de-bruyne/260004/,26,4,9/19/2025,K. De Bruyne,Kevin De Bruyne,"CM, CAM",87,87,36500000,175000,34,6/28/1991,181,75,31,Serie A,1,48,Napoli,LCM,11,,8/30/2015,2027,7,Belgium,,,,Right,5,4,4,,Unique,Yes,62100000,"#Playmaker , #Distance shooter, #Crosser, #Complete midfielder","Whipped Pass +, Dead Ball, Incisive Pass, Pinged Pass, Inventive",66,83,92,84,65,72,93,78,55,92,81,85,93,83,93,89,65,66,68,89,66,90,70,66,74,87,73,65,81,92,83,87,65,70,55,15,13,5,10,13,,79+3,79+3,79+3,84+0,84+0,84+0,84+0,84+0,86+1,86+1,86+1,84+3,86+1,86+1,86+1,84+3,75+3,78+3,78+3,78+3,75+3,72+3,69+3,69+3,69+3,72+3,21+3,https://cdn.sofifa.net/players/192/985/26_120.png
247635,/player/247635/khvicha-kvaratskhelia/260004/,26,4,9/19/2025,K. Kvaratskhelia,Khvicha Kvaratskheliaხვიჩა კვარაცხელია,"LW, RW, LM",87,90,109000000,140000,24,2/12/2001,183,70,16,Ligue 1,1,73,Paris Saint-Germain,LW,7,,1/17/2025,2029,20,Georgia,,,,Right,5,5,3,,Normal (170-185),Yes,209800000,"#Dribbler, #Acrobat","Inventive +, Finesse Shot, Gamechanger, Incisive Pass, Technical, Trickster",86,80,83,88,58,78,79,81,62,87,64,89,86,74,78,88,85,86,86,84,84,78,87,83,76,86,73,58,87,85,70,84,53,62,52,9,15,8,14,8,,81+3,81+3,81+3,86+0,85+0,85+0,85+0,86+0,86+3,86+3,86+3,85+3,83+3,83+3,83+3,85+3,74+3,73+3,73+3,73+3,74+3,71+3,66+3,66+3,66+3,71+3,19+3,https://cdn.sofifa.net/players/247/635/26_120.png
222665,/player/222665/martin-odegaard/260004/,26,4,9/19/2025,M. Ødegaard,Martin Ødegaard,"CM, CAM",87,89,98000000,220000,26,12/17/1998,178,68,13,Premier League,1,1,Arsenal,RCM,8,,8/20/2021,2028,36,Norway,1352,RCM,10,Left,2,5,4,,Lean (170-185),Yes,188700000,"#Dribbler, #Playmaker , #Crosser, #Complete midfielder","Incisive Pass +, Pinged Pass, Inventive, Technical, First Touch",68,79,88,87,67,65,86,79,55,90,79,87,84,82,88,88,68,68,85,88,83,82,63,88,55,80,64,69,78,90,68,87,68,72,57,14,15,15,8,10,,77+3,77+3,77+3,83+0,83+0,83+0,83+0,83+0,85+3,85+3,85+3,84+3,86+3,86+3,86+3,84+3,78+3,78+3,78+3,78+3,78+3,74+3,68+3,68+3,68+3,74+3,20+3,https://cdn.sofifa.net/players/222/665/26_120.png
256079,/player/256079/moises-caicedo/260004/,26,4,9/19/2025,M. Caicedo,Moisés Isaac Caicedo Corozo,"CDM, CM",87,89,93000000,170000,23,11/2/2001,178,73,13,Premier League,1,5,Chelsea,RDM,25,,8/14/2023,2031,57,Ecuador,,,,Right,3,3,4,,Normal (170-185),Yes,183700000,"#Tackling , #Tactician ","Slide Tackle +, Pinged Pass, Tiki Taka, Intercept, Anticipate, Press Proven, Relentless",71,64,78,81,84,82,65,57,70,85,60,79,73,55,84,83,76,66,80,84,79,75,80,90,77,72,85,87,63,79,55,83,83,86,87,15,6,13,9,13,,71+3,71+3,71+3,74+0,75+0,75+0,75+0,74+0,77+3,77+3,77+3,76+3,81+3,81+3,81+3,76+3,82+3,85+3,85+3,85+3,82+3,81+3,82+3,82+3,82+3,81+3,19+3,https://cdn.sofifa.net/players/256/079/26_120.png
257534,/player/257534/cole-palmer/260004/,26,4,9/19/2025,C. Palmer,Cole Jermaine Palmer,"CAM, RM, ST",87,90,109000000,185000,23,5/6/2002,185,76,13,Premier League,1,5,Chelsea,CAM,10,,9/1/2023,2033,14,England,1318,RES,24,Left,3,4,4,,Lean (185+),Yes,215300000,"#Dribbler, #Playmaker , #Complete midfielder","Inventive +, Finesse Shot, Low Driven Shot, Gamechanger, Incisive Pass, Technical, First Touch",75,83,87,87,50,65,85,82,60,87,70,87,86,81,86,89,76,75,80,88,78,85,71,83,60,85,55,50,87,89,90,89,50,50,40,7,6,10,14,14,,81+3,81+3,81+3,85+0,85+0,85+0,85+0,85+0,86+3,86+3,86+3,85+3,83+3,83+3,83+3,85+3,70+3,69+3,69+3,69+3,70+3,66+3,58+3,58+3,58+3,66+3,19+3,https://cdn.sofifa.net/players/257/534/26_120.png
215441,/player/215441/serhou-guirassy/260004/,26,4,9/19/2025,S. Guirassy,Serhou Yadaly Guirassy,ST,87,87,79500000,105000,29,3/12/1996,187,82,19,Bundesliga,1,22,Borussia Dortmund,ST,9,,7/18/2024,2028,118,Guinea,,,,Right,4,3,4,,Normal (185+),Yes,135200000,#Clinical finisher,"Finesse Shot +, Chip Shot, Precision Header, Acrobatic, Low Driven Shot, First Touch",72,88,76,83,45,83,65,90,88,83,87,83,76,67,72,86,74,71,76,86,77,91,90,84,85,82,76,33,90,79,83,88,42,44,36,11,8,12,12,8,,86+1,86+1,86+1,82+0,84+0,84+0,84+0,82+0,83+3,83+3,83+3,81+3,78+3,78+3,78+3,81+3,63+3,64+3,64+3,64+3,63+3,61+3,60+3,60+3,60+3,61+3,18+3,https://cdn.sofifa.net/players/215/441/26_120.png
241651,/player/241651/viktor-gyokeres/260004/,26,4,9/19/2025,V. Gyökeres,Viktor Einar Gyökeres,ST,87,88,93000000,240000,27,6/4/1998,189,94,13,Premier League,1,1,Arsenal,ST,14,,7/26/2025,2030,46,Sweden,1363,LS,17,Right,4,3,4,,Stocky (185+),Yes,179000000,"#Speedster, #Strength, #Clinical finisher, #Complete forward","Enforcer +, Finesse Shot, Power Shot, Acrobatic, Low Driven Shot, Press Proven, Quick Step",90,86,73,81,36,91,72,88,81,78,77,80,72,71,58,83,88,92,82,87,72,88,95,93,91,80,87,28,88,79,88,85,34,34,16,10,13,11,14,8,,86+2,86+2,86+2,83+0,84+0,84+0,84+0,83+0,82+3,82+3,82+3,82+3,74+3,74+3,74+3,82+3,62+3,60+3,60+3,60+3,62+3,58+3,55+3,55+3,55+3,58+3,20+3,https://cdn.sofifa.net/players/241/651/26_120.png
232293,/player/232293/victor-osimhen/260004/,26,4,9/19/2025,V. Osimhen,Victor James Osimhen,ST,87,89,100000000,110000,26,12/29/1998,186,77,68,Süper Lig,1,325,Galatasaray SK,ST,45,,7/31/2025,2029,133,Nigeria,,,,Right,4,3,4,,Normal (185+),Yes,197500000,"#Speedster, #Strength","Chip Shot, Precision Header, Acrobatic, Gamechanger, Rapid",92,84,65,81,42,84,62,88,89,72,85,80,63,52,54,84,91,92,79,88,68,86,95,81,91,73,68,34,91,70,85,80,36,45,22,14,14,10,9,6,,86+3,86+3,86+3,81+0,83+0,83+0,83+0,81+0,79+3,79+3,79+3,79+3,72+3,72+3,72+3,79+3,61+3,59+3,59+3,59+3,61+3,60+3,58+3,58+3,58+3,60+3,19+3,https://cdn.sofifa.net/players/232/293/26_120.png
207865,/player/207865/marcos-aoas-correa/260004/,26,4,9/19/2025,Marquinhos,Marcos Aoás Corrêa,CB,87,87,54500000,145000,31,5/14/1994,183,75,16,Ligue 1,1,73,Paris Saint-Germain,RCB,5,,7/19/2013,2028,54,Brazil,,,,Right,3,3,4,,Normal (170-185),Yes,100800000,"#Tackling , #Tactician ","Intercept +, Jockey, Anticipate, Aerial Fortress",78,56,75,74,89,80,68,59,88,84,35,69,58,32,85,79,75,80,68,86,67,65,89,79,79,45,81,89,70,76,52,86,90,89,88,6,6,12,10,13,,72+3,72+3,72+3,72+0,73+0,73+0,73+0,72+0,74+3,74+3,74+3,75+3,79+3,79+3,79+3,75+3,82+3,85+2,85+2,85+2,82+3,84+3,86+1,86+1,86+1,84+3,17+3,https://cdn.sofifa.net/players/207/865/26_120.png
241486,/player/241486/jules-kounde/260004/,26,4,9/19/2025,J. Koundé,Jules Olivier Koundé,"RB, CB, RM",87,88,85500000,155000,26,11/12/1998,180,75,53,La Liga,1,241,FC Barcelona,RB,23,,7/28/2022,2030,18,France,1335,RB,5,Right,3,3,4,,Normal (170-185),Yes,181700000,#Tactician ,"Jockey +, Long Ball Pass, Slide Tackle, Aerial Fortress, Quick Step, Relentless",84,47,74,79,86,84,78,47,80,82,32,78,64,26,75,81,85,83,70,86,78,48,91,87,85,45,78,86,69,70,43,82,87,86,84,11,10,8,14,13,,69+3,69+3,69+3,74+0,72+0,72+0,72+0,74+0,74+3,74+3,74+3,77+3,77+3,77+3,77+3,77+3,84+3,83+3,83+3,83+3,84+3,84+3,84+3,84+3,84+3,84+3,20+3,https://cdn.sofifa.net/players/241/486/26_120.png
237383,/player/237383/alessandro-bastoni/260004/,26,4,9/19/2025,A. Bastoni,Alessandro Bastoni,CB,87,89,87000000,63000,26,4/13/1999,190,75,31,Serie A,1,44,Inter,LCB,95,,8/30/2017,2028,27,Italy,1343,RCB,21,Left,2,2,4,,Unique,Yes,150100000,#Tactician ,"Pinged Pass, Long Ball Pass, Whipped Pass, Block, Relentless",74,46,75,76,88,82,72,39,86,82,44,74,64,41,84,82,71,77,64,89,60,59,88,81,81,48,83,88,39,72,50,85,87,90,84,11,5,9,11,12,,64+3,64+3,64+3,69+0,67+0,67+0,67+0,69+0,70+3,70+3,70+3,73+3,77+3,77+3,77+3,73+3,82+3,85+3,85+3,85+3,82+3,83+3,86+3,86+3,86+3,83+3,18+3,https://cdn.sofifa.net/players/237/383/26_120.png
243715,/player/243715/william-saliba/260004/,26,4,9/19/2025,W. Saliba,William Alain André Gabriel Saliba,CB,87,89,92000000,180000,24,3/24/2001,193,85,13,Premier League,1,1,Arsenal,RCB,2,,7/25/2019,2027,18,France,1335,LCB,17,Right,3,2,4,,Normal (185+),Yes,177100000,"#Tackling , #Tactician , #Strength, #Complete defender","Anticipate +, Long Ball Pass, Jockey",77,39,68,72,87,83,58,35,80,80,34,74,55,35,77,77,76,78,53,86,46,60,89,72,88,23,83,86,54,62,47,82,88,90,86,7,10,6,8,11,,64+3,64+3,64+3,66+0,66+0,66+0,66+0,66+0,67+3,67+3,67+3,70+3,72+3,72+3,72+3,70+3,79+3,82+3,82+3,82+3,79+3,81+3,86+3,86+3,86+3,81+3,17+3,https://cdn.sofifa.net/players/243/715/26_120.png
213331,/player/213331/jonathan-tah/260004/,26,4,9/19/2025,J. Tah,Jonathan Glao Tah,CB,87,87,66500000,115000,29,2/11/1996,195,94,19,Bundesliga,1,21,FC Bayern München,LCB,4,,6/9/2025,2029,21,Germany,1337,SUB,4,Right,3,2,4,,Stocky (185+),Yes,109700000,"#Aerial threat, #Strength","Anticipate +, Precision Header, Aerial Fortress",63,38,60,63,87,86,39,32,87,78,53,60,37,27,68,70,53,71,49,85,40,60,85,76,91,26,86,84,36,57,38,79,88,89,84,11,8,7,9,14,,59+3,59+3,59+3,56+0,58+0,58+0,58+0,56+0,60+3,60+3,60+3,60+3,67+3,67+3,67+3,60+3,74+3,80+3,80+3,80+3,74+3,77+3,86+1,86+1,86+1,77+3,19+3,https://cdn.sofifa.net/players/213/331/26_120.png
215698,/player/215698/mike-maignan/260004/,26,4,9/19/2025,M. Maignan,Mike Peterson Maignan,GK,87,88,61000000,61000,29,7/3/1995,191,89,31,Serie A,1,47,AC Milan,GK,16,,7/1/2021,2026,18,France,1335,GK,16,Right,4,1,4,,Normal (185+),Yes,108300000,,"Far Throw +, Long Ball Pass, Footwork, Deflector",,,,,,,18,15,17,64,16,30,38,16,61,40,65,62,60,85,56,64,82,39,83,20,35,25,15,65,15,68,23,18,20,84,83,85,84,88,64,40+3,40+3,40+3,41+0,43+0,43+0,43+0,41+0,47+3,47+3,47+3,44+3,48+3,48+3,48+3,44+3,38+3,44+3,44+3,44+3,38+3,37+3,37+3,37+3,37+3,37+3,85+3,https://cdn.sofifa.net/players/215/698/26_120.png
220901,/player/220901/david-raya-martin/260004/,26,4,9/19/2025,David Raya,David Raya Martín,GK,87,87,54500000,145000,29,9/15/1995,183,75,13,Premier League,1,1,Arsenal,GK,1,,7/4/2024,2028,45,Spain,1362,SUB,1,Right,3,1,4,,Normal (170-185),Yes,100800000,,"Cross Claimer +, Footwork",,,,,,,12,19,20,62,20,19,18,15,67,43,64,59,68,84,45,65,64,31,38,14,29,11,15,68,26,68,28,14,13,86,84,87,85,87,62,38+3,38+3,38+3,40+0,42+0,42+0,42+0,40+0,47+3,47+3,47+3,42+3,47+3,47+3,47+3,42+3,34+3,40+3,40+3,40+3,34+3,33+3,29+3,29+3,29+3,33+3,85+2,https://cdn.sofifa.net/players/220/901/26_120.png
177683,/player/177683/yann-sommer/260004/,26,4,9/19/2025,Y. Sommer,Yann Sommer,GK,87,87,9000000,26000,36,12/17/1988,183,77,31,Serie A,1,44,Inter,GK,1,,8/7/2023,2026,47,Switzerland,,,,Right,4,1,4,,Normal (170-185),Yes,14900000,,Far Reach +,,,,,,,13,13,10,46,8,22,12,13,38,30,48,54,57,83,58,64,68,45,68,12,38,21,15,64,24,54,9,20,14,83,82,85,87,89,50,34+3,34+3,34+3,34+0,37+0,37+0,37+0,34+0,39+3,39+3,39+3,37+3,40+3,40+3,40+3,37+3,32+3,36+3,36+3,36+3,32+3,31+3,30+3,30+3,30+3,31+3,85+2,https://cdn.sofifa.net/players/177/683/26_120.png
208128,/player/208128/hakan-calhanoglu/260004/,26,4,9/19/2025,H. Çalhanoğlu,Hakan Çalhanoğlu,"CDM, CM",86,86,47500000,61000,31,2/8/1994,178,69,31,Serie A,1,44,Inter,CDM,20,,7/1/2024,2027,48,Türkiye,,,,Right,5,4,4,,Normal (170-185),Yes,78400000,"#Playmaker , #Distance shooter, #Complete midfielder","Incisive Pass +, Dead Ball, Long Ball Pass, Inventive, Technical, First Touch, Relentless",71,81,87,82,81,73,78,75,65,90,78,78,88,85,89,87,74,68,83,87,77,87,73,81,65,87,83,82,73,89,92,85,81,85,80,9,14,11,6,10,,78+3,78+3,78+3,81+0,81+0,81+0,81+0,81+0,83+3,83+3,83+3,81+3,86+0,86+0,86+0,81+3,82+3,84+2,84+2,84+2,82+3,81+3,79+3,79+3,79+3,81+3,18+3,https://cdn.sofifa.net/players/208/128/26_120.png
231281,/player/231281/trent-alexander-arnold/260004/,26,4,9/19/2025,T. Alexander-Arnold,Trent John Alexander-Arnold,"RB, RM",86,87,73000000,250000,26,10/7/1998,180,69,53,La Liga,1,243,Real Madrid,RB,12,,6/1/2025,2031,14,England,1318,RES,26,Right,4,3,4,,Unique,Yes,155100000,#Crosser,"Whipped Pass +, Dead Ball, Incisive Pass, Long Ball Pass, Relentless",76,72,89,80,80,74,93,64,69,87,71,79,91,85,91,85,72,79,73,85,72,85,75,89,68,76,70,84,79,88,66,82,78,82,79,14,15,14,6,7,,76+3,76+3,76+3,80+0,80+0,80+0,80+0,80+0,82+3,82+3,82+3,83+3,85+2,85+2,85+2,83+3,84+3,83+3,83+3,83+3,84+3,83+3,78+3,78+3,78+3,83+3,19+3,https://cdn.sofifa.net/players/231/281/26_120.png
241096,/player/241096/sandro-tonali/260004/,26,4,9/19/2025,S. Tonali,Sandro Tonali,"CDM, CM",86,88,76500000,175000,25,5/8/2000,181,79,13,Premier League,1,13,Newcastle United,CDM,8,,7/3/2023,2028,27,Italy,1343,LCM,8,Right,4,3,3,,Unique,Yes,151100000,,"Slide Tackle, Relentless, Enforcer",79,74,82,80,81,83,78,69,70,86,68,78,75,81,83,85,78,79,76,84,77,85,83,83,82,77,84,84,76,79,64,84,81,84,81,13,9,8,7,7,,78+3,78+3,78+3,79+0,79+0,79+0,79+0,79+0,80+3,80+3,80+3,80+3,82+3,82+3,82+3,80+3,82+3,84+3,84+3,84+3,82+3,82+3,82+3,82+3,82+3,82+3,17+3,https://cdn.sofifa.net/players/241/096/26_120.png
240638,/player/240638/tijjani-reijnders/260004/,26,4,9/19/2025,T. Reijnders,Tijjani Martinus Jan Reijnders Lekatompessy,"CM, CDM, CAM",86,87,79500000,190000,26,7/29/1998,185,73,13,Premier League,1,10,Manchester City,LCM,4,,7/19/2023,2030,34,Netherlands,105035,CAM,14,Right,4,4,4,,Lean (185+),Yes,153000000,,"Tiki Taka +, Finesse Shot, Power Shot, Incisive Pass, Technical",79,79,82,85,77,77,73,78,61,87,65,84,77,70,84,88,83,75,82,85,79,85,77,92,69,83,80,80,86,84,59,84,78,80,72,6,10,9,14,9,,80+3,80+3,80+3,83+0,84+0,84+0,84+0,83+0,84+3,84+3,84+3,83+3,85+2,85+2,85+2,83+3,81+3,82+3,82+3,82+3,81+3,80+3,77+3,77+3,77+3,80+3,18+3,https://cdn.sofifa.net/players/240/638/26_120.png
247851,/player/247851/bruno-guimaraes-moura/260004/,26,4,9/19/2025,Bruno Guimarães,Bruno Guimarães Rodrigues Moura,"CM, CDM",86,87,77500000,190000,27,11/16/1997,182,74,13,Premier League,1,13,Newcastle United,RCM,39,,1/31/2022,2028,54,Brazil,,,,Right,2,3,4,,Lean (170-185),Yes,153100000,"#Dribbler, #Playmaker , #Complete midfielder","Gamechanger, Incisive Pass, Long Ball Pass, Press Proven, Relentless",66,75,84,84,79,81,76,73,66,88,65,86,83,63,88,86,66,66,73,85,79,76,75,90,76,82,86,82,77,86,65,88,78,82,81,7,11,15,11,11,,77+3,77+3,77+3,80+0,80+0,80+0,80+0,80+0,83+3,83+3,83+3,81+3,85+2,85+2,85+2,81+3,81+3,84+3,84+3,84+3,81+3,80+3,80+3,80+3,80+3,80+3,19+3,https://cdn.sofifa.net/players/247/851/26_120.png
252145,/player/252145/nuno-alexandre-tavares-mendes/260004/,26,4,9/19/2025,Nuno Mendes,Nuno Alexandre Tavares Mendes,"LB, LM",86,89,86000000,110000,23,6/19/2002,180,70,16,Ligue 1,1,73,Paris Saint-Germain,LB,25,,8/31/2021,2029,38,Portugal,1354,LB,25,Left,4,3,3,,Normal (170-185),Yes,165600000,"#Speedster, #Acrobat","Quick Step +, Pinged Pass, Whipped Pass, Jockey, Anticipate, Rapid",95,65,76,82,80,77,81,61,73,80,54,81,77,59,72,82,94,95,87,83,84,80,87,83,73,64,75,79,77,72,45,82,77,86,81,7,8,8,12,15,,76+3,76+3,76+3,80+0,78+0,78+0,78+0,80+0,78+3,78+3,78+3,80+3,78+3,78+3,78+3,80+3,83+3,79+3,79+3,79+3,83+3,83+3,80+3,80+3,80+3,83+3,18+3,https://cdn.sofifa.net/players/252/145/26_120.png
211110,/player/211110/paulo-dybala/260004/,26,4,9/19/2025,P. Dybala,Paulo Bruno Exequiel Dybala,"CAM, ST",86,86,56500000,105000,31,11/15/1993,177,75,31,Serie A,1,52,Roma,RAM,21,,7/20/2022,2026,52,Argentina,1369,SUB,21,Left,3,5,4,,Unique,Yes,96100000,"#Dribbler, #FK Specialist, #Acrobat","Gamechanger +, Finesse Shot, Dead Ball, Incisive Pass, Inventive, Technical, First Touch",80,85,84,87,41,64,82,85,65,84,92,87,89,87,79,88,84,76,88,86,87,84,76,76,63,86,48,42,83,88,88,89,32,42,39,5,4,4,5,8,,82+3,82+3,82+3,85+0,85+0,85+0,85+0,85+0,85+1,85+1,85+1,84+2,80+3,80+3,80+3,84+2,66+3,63+3,63+3,63+3,66+3,62+3,53+3,53+3,53+3,62+3,14+3,https://cdn.sofifa.net/players/211/110/26_120.png
247827,/player/247827/michael-olise/260004/,26,4,9/19/2025,M. Olise,Michael Akpovie Olise,"RM, RW",86,88,88000000,95000,23,12/12/2001,184,73,19,Bundesliga,1,21,FC Bayern München,RM,17,,7/7/2024,2029,18,France,1335,SUB,11,Left,2,4,3,,Lean (170-185),Yes,151800000,"#Dribbler, #Acrobat","Finesse Shot, Whipped Pass, Inventive, Technical",78,80,84,87,50,66,79,83,36,86,71,88,82,81,79,86,83,73,90,86,85,78,62,85,57,80,66,55,84,88,72,84,44,58,49,9,11,9,10,10,,77+3,77+3,77+3,84+0,83+0,83+0,83+0,84+0,85+3,85+3,85+3,84+3,82+3,82+3,82+3,84+3,71+3,70+3,70+3,70+3,71+3,67+3,57+3,57+3,57+3,67+3,18+3,https://cdn.sofifa.net/players/247/827/26_120.png
158023,/player/158023/lionel-messi/260004/,26,4,9/19/2025,L. Messi,Lionel Andrés Messi Cuccitini,"RW, ST, CAM, RM",86,86,22000000,17000,38,6/24/1987,169,67,39,Major League Soccer,1,112893,Inter Miami,RS,10,,7/16/2023,2025,52,Argentina,1369,RW,10,Left,4,4,4,,Unique,Yes,33000000,"#Dribbler, #FK Specialist","Tiki Taka +, Finesse Shot, Dead Ball, Gamechanger, Incisive Pass, Technical, Quick Step",78,85,85,90,33,64,80,84,60,85,89,89,90,93,84,94,84,73,84,80,89,84,70,70,68,87,44,40,86,87,75,92,20,35,24,6,11,15,14,8,,82+3,82+3,82+3,85+0,86+0,86+0,86+0,85+0,86+0,86+0,86+0,84+2,81+3,81+3,81+3,84+2,62+3,61+3,61+3,61+3,62+3,57+3,48+3,48+3,48+3,57+3,18+3,https://cdn.sofifa.net/players/158/023/26_120.png
256516,/player/256516/nicholas-williams-arthuer/260004/,26,4,9/19/2025,Nico Williams,Nicholas Williams Arthuer,"LM, RM, LW",86,89,94500000,70000,22,7/12/2002,181,67,53,La Liga,1,448,Athletic Club,LM,10,,7/1/2020,2035,45,Spain,1362,LM,17,Right,5,4,3,,Lean (170-185),Yes,205500000,"#Speedster, #Dribbler, #Acrobat","Rapid +, Finesse Shot, Gamechanger, Inventive, Quick Step, Relentless",93,76,80,87,36,66,83,79,65,82,64,88,81,72,74,85,94,92,92,82,84,78,79,81,61,72,55,40,80,82,62,78,36,28,25,9,13,12,12,14,,79+3,79+3,79+3,84+0,83+0,83+0,83+0,84+0,83+3,83+3,83+3,84+3,76+3,76+3,76+3,84+3,65+3,60+3,60+3,60+3,65+3,60+3,50+3,50+3,50+3,60+3,20+3,https://cdn.sofifa.net/players/256/516/26_120.png
205452,/player/205452/antonio-rudiger/260004/,26,4,9/19/2025,A. Rüdiger,Antonio Rüdiger,CB,86,86,44000000,260000,32,3/3/1993,190,85,53,La Liga,1,243,Real Madrid,SUB,22,,7/1/2022,2026,21,Germany,1337,RCB,2,Right,3,2,4,,Lean (185+),Yes,90200000,#Strength,"Aerial Fortress +, Long Ball Pass, Jockey, Block, Bruiser",79,55,72,70,84,86,68,40,83,83,34,69,50,56,81,74,70,87,56,85,50,84,89,70,91,67,93,83,54,61,40,80,84,85,84,14,15,10,12,8,,68+3,68+3,68+3,68+0,69+0,69+0,69+0,68+0,69+3,69+3,69+3,71+3,74+3,74+3,74+3,71+3,79+3,82+3,82+3,82+3,79+3,80+3,85+1,85+1,85+1,80+3,20+3,https://cdn.sofifa.net/players/205/452/26_120.png
