unique_identifier,parcel_number,building_name,building_address,postal_code,floor_area,category,property_type,pim_link,year_built,energy_audit_due_date,energy_audit_status,benchmark_year,energy_star_score,site_eui,source_eui,percent_better_than_national_median_site_eui,weather_normalized_site_eui,weather_normalized_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,electricity_use_grid_purchase,natural_gas_use,district_steam_use,site_energy_use,benchmark_status,reason_for_exemption,point,longitude,latitude,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
0348/026_2011,0348/026,201 GOLDEN GATE AVE,201 GOLDEN GATE AVE,94102.0,38795,Office,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0348/026,1920.0,2029-04-01T00:00:00.000,Upcoming,2011,,,,,,,,,,,,,2011 - Complied,nan,POINT (-122.414156493 37.781537396),-122.414156493,37.7815373959,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0348/026_2015,0348/026,201 GOLDEN GATE AVE,201 GOLDEN GATE AVE,94102.0,38795,Office,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0348/026,1920.0,2029-04-01T00:00:00.000,Upcoming,2015,94.0,33.2,63.1,-0.532,36.3,66.9,92.3,2.4,,,,,2015 - Complied,nan,POINT (-122.414156493 37.781537396),-122.414156493,37.7815373959,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0348/026_2017,0348/026,201 GOLDEN GATE AVE,201 GOLDEN GATE AVE,94102.0,38795,Office,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0348/026,1920.0,2029-04-01T00:00:00.000,Upcoming,2017,98.0,23.9,50.0,-0.634,26.1,52.6,65.2,1.7,,,,,2017 - Complied,nan,POINT (-122.414156493 37.781537396),-122.414156493,37.7815373959,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2019,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2019,,,,,,,,,,,,,2019 - Violation - Did Not Report,nan,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2021,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2021,,,,,,,,,,,,,2021 - Violation - Did Not Report,nan,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2013,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2013,,,,,,,,,,,,,2013 - Exempt,Vacancy,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2012,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2012,,,,,,,,,,,,,2012 - Exempt,Vacancy,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2020,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2020,,,,,,,,,,,,,2020 - Violation - Did Not Report,nan,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2018,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2018,,,,,,,,,,,,,2018 - Violation - Did Not Report,nan,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2016,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2016,,,,,,,,,,,,,2016 - Violation - Did Not Report,nan,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2014,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2014,,,,,,,,,,,,,2014 - Exempt,Vacancy,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2022,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2022,,,,,,,,,,,,,2022 - Violation - Did Not Report,nan,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2011,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2011,,,,,,,,,,,,,2011 - Exempt,Vacancy,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2015,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2015,,,,,,,,,,,,,2015 - Exempt,Vacancy,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/003_2017,0349/003,1 JONES ST,1 JONES ST,94102.0,38310,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/003,1907.0,2020-04-01T00:00:00.000,Did Not Comply,2017,,,,,,,,,,,,,2017 - Violation - Did Not Report,nan,POINT (-122.412434805 37.781373835),-122.412434805,37.781373835,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/004_2021,0349/004,Civic Center Residence,44 MCALLISTER ST,94102.0,58608,Multifamily Housing,Mixed Residential,https://sfplanninggis.org/PIM/?tab=Property&search=0349/004,1923.0,nan,nan,2021,94.0,75.7,132.1,-0.348,75.9,132.8,248.7,4.2,516792.1,2673106.4,,4436401.4,2021 - Complied,nan,POINT (-122.412787129 37.78132891),-122.412787129,37.7813289096,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/004_2020,0349/004,Civic Center Residence,44 MCALLISTER ST,94102.0,58608,Multifamily Housing,Mixed Residential,https://sfplanninggis.org/PIM/?tab=Property&search=0349/004,1923.0,nan,nan,2020,,69.8,126.8,-0.377,71.5,128.9,240.9,4.1,524854.8,2301122.6,,4091927.3,2020 - Complied,nan,POINT (-122.412787129 37.78132891),-122.412787129,37.7813289096,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/004_2018,0349/004,Civic Center Residence,44 MCALLISTER ST,94102.0,58608,Multifamily Housing,Mixed Residential,https://sfplanninggis.org/PIM/?tab=Property&search=0349/004,1923.0,nan,nan,2018,88.0,86.2,148.3,-0.271,86.2,148.3,301.8,5.2,567218.7,3116069.9,,5051420.3,2018 - Complied,nan,POINT (-122.412787129 37.78132891),-122.412787129,37.7813289096,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/004_2022,0349/004,Civic Center Residence,44 MCALLISTER ST,94102.0,58608,Multifamily Housing,Mixed Residential,https://sfplanninggis.org/PIM/?tab=Property&search=0349/004,1923.0,nan,nan,2022,98.0,64.7,117.3,-0.428,63.7,115.9,227.0,3.9,484400.6,2141619.9,,3794395.1,2022 - Complied,nan,POINT (-122.412787129 37.78132891),-122.412787129,37.7813289096,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/004_2019,0349/004,Civic Center Residence,44 MCALLISTER ST,94102.0,58608,Multifamily Housing,Mixed Residential,https://sfplanninggis.org/PIM/?tab=Property&search=0349/004,1923.0,nan,nan,2019,91.0,83.7,141.4,-0.308,85.2,143.3,291.6,5.0,525513.4,3112290.0,,4905342.1,2019 - Complied,nan,POINT (-122.412787129 37.78132891),-122.412787129,37.7813289096,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2019,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2019,,,,,,,,,,,,,2019 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2021,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2021,,,,,,,,,,,,,2021 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2013,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2013,,,,,,,,,,,,,2013 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2012,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2012,,,,,,,,,,,,,2012 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2020,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2020,,,,,,,,,,,,,2020 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2018,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2018,,,,,,,,,,,,,2018 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2016,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2016,,,,,,,,,,,,,2016 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2014,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2014,,,,,,,,,,,,,2014 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2022,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2022,,,,,,,,,,,,,2022 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2011,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2011,,,,,,,,,,,,,2011 - Exempt,SqFt Not Subject This Year,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2015,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2015,,,,,,,,,,,,,2015 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/011_2017,0349/011,175 GOLDEN GATE AVE,175 GOLDEN GATE AVE,94102.0,15630,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/011,1899.0,2014-04-01T00:00:00.000,Did Not Comply,2017,,,,,,,,,,,,,2017 - Violation - Did Not Report,nan,POINT (-122.413344401 37.781658595),-122.413344401,37.7816585953,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2019,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2019,,,,,,,,,,,,,2019 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2021,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2021,,,,,,,,,,,,,2021 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2013,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2013,,,,,,,,,,,,,2013 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2012,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2012,,,,,,,,,,,,,2012 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2020,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2020,,,,,,,,,,,,,2020 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2018,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2018,,,,,,,,,,,,,2018 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2016,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2016,,,,,,,,,,,,,2016 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2014,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2014,,,,,,,,,,,,,2014 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2022,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2022,,,,,,,,,,,,,2022 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2011,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2011,,,,,,,,,,,,,2011 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2015,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2015,,,,,,,,,,,,,2015 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/012_2017,0349/012,135 GOLDEN GATE AVE,135 GOLDEN GATE AVE,94102.0,31480,Arts & Culture,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/012,1906.0,2014-04-01T00:00:00.000,Did Not Comply,2017,,,,,,,,,,,,,2017 - Violation - Did Not Report,nan,POINT (-122.413030888 37.781665583),-122.413030888,37.7816655832,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2019,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2019,,,,,,,,,,,,,2019 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2021,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2021,,,,,,,,,,,,,2021 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2013,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2013,,,,,,,,,,,,,2013 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2012,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2012,,,,,,,,,,,,,2012 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2020,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2020,,,,,,,,,,,,,2020 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2018,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2018,,,,,,,,,,,,,2018 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2016,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2016,,,,,,,,,,,,,2016 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2014,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2014,,,,,,,,,,,,,2014 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2022,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2022,,,,,,,,,,,,,2022 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2011,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2011,,,,,,,,,,,,,2011 - Exempt,SqFt Not Subject This Year,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2015,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2015,,,,,,,,,,,,,2015 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/013_2017,0349/013,133 GOLDEN GATE AVE,133 GOLDEN GATE AVE,94102.0,10120,MISSING DATA,Commercial,https://sfplanninggis.org/PIM/?tab=Property&search=0349/013,0.0,2013-04-01T00:00:00.000,Did Not Comply,2017,,,,,,,,,,,,,2017 - Violation - Did Not Report,nan,POINT (-122.412848765 37.781835994),-122.412848765,37.7818359941,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/014_2018,0349/014,Dorothy Day Community,54 MCALLISTER ST,94102.0,77963,Multifamily Housing,Multifamily,https://sfplanninggis.org/PIM/?tab=Property&search=0349/014,1986.0,nan,nan,2018,86.0,43.9,72.8,-0.253,43.9,72.8,194.4,2.6,335650.2,2142011.5,,3287250.0,2018 - Complied,nan,POINT (-122.413173134 37.78128943),-122.413173134,37.7812894304,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/014_2019,0349/014,Dorothy Day Community,54 MCALLISTER ST,94102.0,77963,Multifamily Housing,Multifamily,https://sfplanninggis.org/PIM/?tab=Property&search=0349/014,1986.0,nan,nan,2019,92.0,40.4,66.9,-0.32,40.4,66.9,179.0,2.4,307405.8,1979897.6,,3028766.4,2019 - Complied,nan,POINT (-122.413173134 37.78128943),-122.413173134,37.7812894304,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/014_2021,0349/014,Dorothy Day Community,54 MCALLISTER ST,94102.0,77963,Multifamily Housing,Multifamily,https://sfplanninggis.org/PIM/?tab=Property&search=0349/014,1986.0,nan,nan,2021,,51.4,77.8,-0.197,51.4,77.7,212.2,2.8,298693.9,2833674.5,,3852818.4,2021 - Complied,nan,POINT (-122.413173134 37.78128943),-122.413173134,37.7812894304,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/014_2020,0349/014,Dorothy Day Community,54 MCALLISTER ST,94102.0,77963,Multifamily Housing,Multifamily,https://sfplanninggis.org/PIM/?tab=Property&search=0349/014,1986.0,nan,nan,2020,,48.8,76.7,-0.215,49.6,77.6,208.5,2.8,320215.2,2562554.8,,3655129.3,2020 - Complied,nan,POINT (-122.413173134 37.78128943),-122.413173134,37.7812894304,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
0349/014_2022,0349/014,Dorothy Day Community,54 MCALLISTER ST,94102.0,77963,Multifamily Housing,Multifamily,https://sfplanninggis.org/PIM/?tab=Property&search=0349/014,1986.0,nan,nan,2022,90.0,44.7,70.1,-0.294,44.2,69.6,193.2,2.6,291288.6,2356004.8,,3349881.8,2022 - Complied,nan,POINT (-122.413173134 37.78128943),-122.413173134,37.7812894304,Tenderloin,5,2024-02-06T17:45:41.000,2024-02-07T10:47:48.991
